관광지명,관광지구분,소재지도로명주소,소재지지번주소,위도,경도,면적,공공편익시설정보,숙박시설정보,운동및오락시설정보,휴양및문화시설정보,접객시설정보,지원시설정보,지정일자,수용인원수,주차가능수,관광지소개,관리기관전화번호,관리기관명,데이터기준일자,제공기관코드,제공기관명
한국민속촌,관광지,경기도 용인시 기흥구 민속촌로 90,경기도 용인시 기흥구 보라동 35번지,37.2591318929,127.1225430888,659118,화장실+주차장+관광안내소,,,,,,1974-10-03,60000,2800,한국의 전통문화와 민속적인 삶을 재현하고 있는 곳으로 이를 통해 조상들의 지혜와 생활 모습을 느낄 수 있는 곳이다.,031-324-2117,경기도 용인시 관광과,2023-04-20,4050000,경기도 용인시
변산해수욕장,관광지,전북특별자치도 부안군 변산면 변산로 2086,전북특별자치도 부안군 변산면 대항리 523-117,35.67999179,126.5309105,535436,관리사무소+화장실+주차장,민박+펜션 등,,,,,2008-04-28,100000,688,국립공원 변산반도에 위치한 노을이 아름다운 해수욕장,063-580-4739,전북특별자치도 부안군,2024-01-22,4791000,전북특별자치도 부안군
위도해수욕장,관광지,전북특별자치도 부안군 위도면 위도로 366,전북특별자치도 부안군 위도면 진리 545,35.60583098,126.2853294,148077,관리사무소+화장실+주차장,민박+펜션 등,,,,,1992-08-22,50000,100,산들이 감싸고 있는 아담한 모래사장과 맑은 물이 아름다운 위도의 해수욕장,063-583-3804,전북특별자치도 부안군,2024-01-22,4791000,전북특별자치도 부안군
모항해수욕장,관광지,전북특별자치도 부안군 변산면 모항길 23-1,전북특별자치도 부안군 변산면 도청리 165,35.5831428,126.5082098,143082,관리사무소+화장실+주차장,모항해나루가족호텔,,,,,2000-11-30,50000,300,아담한 백사장과 소나무 밭이 조화를 이루는 해수욕장,063-580-4738,전북특별자치도 부안군,2024-01-22,4791000,전북특별자치도 부안군
어답산관광지,관광지,강원도 횡성군 갑천면 어답산로 516,강원도 횡성군 갑천면 병지방리 539-1,37.59380861,128.0575207,256567,"캠핑장, 계곡","민박,펜션",족구장,,,,1999-09-27,10000,400,"병지방계곡,캠핑장",033-340-5981,횡성군청,2021-07-22,4260000,강원도 횡성군
마곡사관광지,관광지,,충청남도 공주시 사곡면 운암리 731-2,36.55617136,127.0205918,125861,화장실+주차장,"펜션, 민박",백범명상길,탬플스테이,음식점,,1994-03-30,5000,100,천년고찰 마곡사 관광지,1899-0088,공주시,2022-11-23,4500000,충청남도 공주시
공주문화관광지,관광지,,충청남도 공주시 웅진동 431,36.47022166,127.1117007,1029179,화장실+주차장+관리사무소+관광안내소,한옥마을,공산성,"고마센터, 국립박물관",음식점,,2007-09-27,5000,100,백제역사 유적관광지,1899-0088,공주시,2022-11-23,4500000,충청남도 공주시
삽교호관광지,관광지,충청남도 당진시 신평면 삽교천3길 100,,36.88890544,126.8247541,240154,공중화장실+테마과학관+근린공원,,,,,,1983-10-10,500000,728,"서해대교를 비롯, 호수와 바다가 한눈에 들어오는 곳",041-350-3601,충청남도 당진시청,2022-12-01,5680000,충청남도 당진시
왜목마을관광지,관광지,충청남도 당진시 석문면 왜목길 15-5,,37.04493276,126.5246154,133876,공중화장실+공연장+전망대,,,,,,2002-02-26,300000,150,"서해 최고의 일출, 일몰 감상지",041-350-3601,충청남도 당진시청,2022-12-01,5680000,충청남도 당진시
난지섬관광지,관광지,충청남도 당진시 석문면 난지1길 67,,37.047036,126.4242087,155440,공중화장실+공연장+전망대,,,,,,2007-02-28,100000,150,바다가 맑고 한적한 섬 해수욕장,041-350-3601,충청남도 당진시청,2022-12-01,5680000,충청남도 당진시
회산백련지,관광지,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.8600888592,126.5298980948,185316,"화장실, 주차장, 전기시설, 통신시설, 상하수도시설, 매표소",,지압산책로,오토캠핑장,공연장,,2004-01-06,2000,563,"동양 최대의 백련서식지, 수상유리온실, 수생식물생태관, 생태탐방로, 야외물놀이장, 오토캠핑장 등 다양한 시설을 갖추고 있어 체험과 관광을 동시에 즐길수 있음",061-450-5863,무안군 회산백련지사업소,2023-04-18,4950000,전라남도 무안군
임진각관광지,관광지,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 사목리 494-1,37.88953876,126.7401859,477894,관리사무실+관광안내매표소1층+화장실3동+홍보관1층+상황실2층+오수처리장1층+기반시설(도로+광장+주차장),,유원시설(평화랜드)+관광열차(평화열차),기념비공원6.25납북자기념관망배단망향의노래비평화의 종각철마는달리고싶다아웅산위령탑장단콩전시관,,,1991-01-28,50000,2091,"서울에서 북서쪽으로 약 54km 떨어진 임진각은 6.25 전쟁의 비통한 한이 서려 있는 곳이다. 6000평 대지 위에 지하 1층, 지상 3층의 임진각은 1972년에 북한 실향민을 위해 세워져 지금은 관광명소로 많이 알려져 있다. 이곳에는 평화와 환경의 중요성을 전달하는 경기평화센터가 있다. 또한, 철마는 달리고 싶다 철도중단점, 북한 실향민을 위한 망배단, 미얀마 아웅산 순국외교사절 위령탑, 한국전쟁의 대표 유산으로서 50여년 만에 개방이 된 자유의 다리와 한반도의 지령을 본딴 통일연못, 평화의 종, 미국군 참전기념비 등이 있는 통일안보 관광지이다. 더불어 남북교류 및 화해협력의 장소로 통일관련행사를 많이 치르고 있다. 판문점처럼 복잡한 허가절차를 필요로 하지 않는 관광지로서 경기도내에서 가장 외국인이 많이 찾는 곳이 되었다. 최근 소규모 어린이 놀이시설을 개발하여 바이킹, 미니열차 등을 이용할수 있다.",031-950-1871,파주도시관광공사,2023-05-10,4060000,경기도 파주시
마하생태관광지,관광지,강원특별자치도 평창군 미탄면 마하길 42-5,강원특별자치도 평창군 미탄면 마하리 323,37.2923687315,128.5412837471,29841,주차장,생태체험민박,,생태주택관+명상의정원+여울광장+자연학습장+담소원+산속학습장+광장6야영장,휴게음식점,,2009-04-28,300,199,마하리 본동 지구 및 마하리 문희마을 지구로 이루어져 있으며 백룡동굴의 생태관광 체험을 할 수 있다. 또한 주차장+관리사무소 등 공공편익시설과 휴게음식점+매점 등 숙박+상가시설 및 자연학습장+명상의 정원 등 휴양 문화시설이 함께 조성되어있다.,033-330-2742,강원특별자치도 평창군청,2023-07-31,4281000,강원특별자치도 평창군
용평관광단지,관광단지,강원특별자치도 평창군 대관령면 올림픽로 715,강원특별자치도 평창군 대관령면 용산리 130,37.6509444362,128.7055568606,16219204,주차장+화장실,콘도+호텔,스키장+골프장,,상가+음식점+카페 등,,2001-02-21,64000,2837,버치힐GC+워터파크+그린피아콘도+드래곤밸리호텔 등 숙박시설 및 유원시설+골프시설이 갖춰져 있으며+사계절 휴양 가능한 복합 리조트이다.,033-330-2742,강원특별자치도 평창군청,2023-07-31,4281000,강원특별자치도 평창군
알펜시아관광단지,관광단지,강원특별자치도 평창군 대관령면 솔봉로 325,강원특별자치도 평창군 대관령면 용산리 425,37.6592541743,128.6840106671,4855224,주차장+화장실,콘도+호텔,스키장+골프장,"생태학습원+뮤직텐트,콘서트홀+강원학생체육훈련장+채플+아름드리원+늘푸른원+야생화원+숲마루원",상가+명품아울렛+초콜릿전시관,,2005-09-23,40000,2800,사계절 복합 리조트 시설을 갖추고 있음. 골프지구+리조트빌리지지구+스키지구+동계올림픽지구로 구성되어 있으며 스키전망대 등 스키시설과 유원시설+골프시설 등이 조성되어있다.,033-330-2742,강원특별자치도 평창군청,2023-07-31,4281000,강원특별자치도 평창군
휘닉스파크관광단지,관광단지,강원특별자치도 평창군 봉평면 태기로 174,강원특별자치도 평창군 봉평면 면온리 1095-1,37.5824634130,128.3268677594,4233000,주차장+화장실,콘도+호텔,스키장+골프장,유스호스텔+극장+워터파크+컨벤션센터,상가(센타프라자),,1998-10-01,38000,2800,스키+스노우빌리지+워터파크 등 다양한 레저시설을 갖추고 있으며 사계절 이용 가능한 복합레져휴양리조트이다. 골프장+스키장+유원시설 및 관광숙박시설 등 이용가능하다.,033-330-2742,강원특별자치도 평창군청,2023-07-31,4281000,강원특별자치도 평창군
삼척해수욕장,관광지,강원특별자치도 삼척시 수로부인길 453,,37.47034344,129.1647024,237503,관리사무소+주차장+광장+화장실(2동)+샤워장,모텔+콘도미니엄 및 호텔,,,,,1984-07-06,5000,1400,길이 1㎞+폭 85m의 넓은 백사장+ 맑고 깨끗한 동해해수욕장+ 푸른 송림+소규모의 항포구+ 해안의 기암괴석과 모래+ 산이 분포되어 있으며+ 남쪽으로 해안선을 끼고 해안도로가 4.2KM 개설되어 관광객들로부터 많은 호응을 얻고 있음,033-570-3547,강원특별자치도 삼척시청,2023-08-07,4241000,강원특별자치도 삼척시
망상,관광지,강원특별자치도 동해시 동해대로 6270-10,강원특별자치도 동해시 망상동 393-100,37.59225327,129.0896922,459397,관리사무소(3)+주차장(6)+샤워장(2)+화장실(5)+관광안내소(1)+전기시설+통신시설+상하수도시설,관광호텔+리조트+가족호텔,게이트볼장,야영장+한옥체험+해수욕장,,관리사무실,1977-03-01,3000,1000,"눈앞에 바로 펼쳐지는 깨끗한 백사장과 맑고 푸른 바다, 상쾌한 바닷바람과 해가 뜨는 드넓은 수평선을 느낄 수 있는 해수욕장과 오토캠핑리조트등이 있다",033-530-2234,강원특별자치도 동해시청,2023-09-05,4211000,강원특별자치도 동해시
추암,관광지,강원특별자치도 동해시 촛대바위길 28,강원특별자치도 동해시 추암동 1,37.477063,129.159196,33216,관리사무소(1)+주차장(2)+샤워장(1)+화장실(2)+관광안내소(1)+전기시설+통신시설+상하수도시설,야영장+모텔,,야영장+근린공원+해수욕장,,관리사무실,2006-02-01,2000,331,"애국가 첫 소절의 배경화면으로 유명한 각종 기암괴석이 조화를 이루는 촛대바위, 이 바위에 걸리는 아침 해돋이가 가히 장관이라 할 수 있어 관광객들이 가장 선호하는 해돋이 명소이다.",033-530-2234,강원특별자치도 동해시청,2023-09-05,4211000,강원특별자치도 동해시
금마관광지,관광지,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.0015063,127.0570781,208700,광장+안내시설+화장실+주차장+만남의장,황토숙박,놀이시설+전통 놀이마당,공연장+조경휴게소+공원+교양관+유적전시시설+꽃동산+마재배지+실개천+잔디광장+서동선화이야기동산+주말농장+농경체험장+상가,,,1990-12-03,1000,451,익산 서동공원 일원,063-0859-5827,전라북도 익산시청,2023-09-04,4680000,전라북도 익산시
직탕,관광지,강원도 철원군 갈말읍 직탕길 32,강원도 철원군 갈말읍 상사리 552,38.2069247,127.2690548,94530,"도로, 주차장, 화장실, 산책로, 자전거도로, 오수처리장, 관리사무소",,,,,,2001-02-01,85784,192,"천혜의 자연환경을 자랑하는 한탄강 상류지역으로 강을 횡단하여 떨어지는 수직 낙하 폭이 80m의 절벽으로 이루어진 직탕폭포가 있는 곳으로 맑고 깨끗한 풍부한 수량, 빼어난 주상절리 협곡, 절경을 감상하며 뛰어내리는 태봉대교 번지점프, 자연의 맛이 살아 있는 매운탕이 유명한 곳이다. 한탄강 국가지질공원으로 지정받은 지질명소이기도 하다.",033-450-5534,철원군청 관광과,2021-10-21,4300000,강원도 철원군
칠곡양떼목장,관광지,경상북도 칠곡군 지천면 창평로 209-42,,35.984545,128.488740,99173,사무실+주차장+화장실+양떼목장,,,,,,2020-06-16,1000,100,양떼를 체험해볼수 있는 어린이를 위한 체험장,054-972-8833,경상북도 칠곡군청,2020-06-16,5220000,경상북도 칠곡군
영산포 역사갤러리,관광지,전라남도 나주시 영산3길 17,전라남도 나주시 영산동 247-2,35.00072134,126.7115039,281,화장실,,,갤러리 전시,전시관,홈페이지 운영,2015-10-15,30,0,박물관,061-331-1755,전라남도 나주시청,2022-11-30,4830000,전라남도 나주시
나주복암리고분전시관,관광지,전라남도 나주시 다시면 백호로 287,전라남도 나주시 다시면 복암리 71,34.99608962,126.6570592,42211,화장실,,야외공원,영상체험관,카페+전시관,홈페이지 운영,2016-04-30,650,56,박물관,061-337-0090,전라남도 나주시청,2022-11-30,4830000,전라남도 나주시
일본인근대가옥,관광지,전라남도 나주시 예향로 3869-4,전라남도 나주시 영산동 660,34.99946578,126.7131249,226,화장실,,,복지프로그램,가옥내 접객실,홈페이지 운영,2016-06-10,10,2,근대가옥,061-334-7726,전라남도 나주시청,2022-11-30,4830000,전라남도 나주시
빛가람호수공원전망대,관광지,전라남도 나주시 호수로 77,전라남도 나주시 빛가람동 산4-321,35.01683337,126.7904361,24000,화장실,,돌미끄럼틀+모노레일,전망대+갤러리,카페+전시관,,2016-07-08,1000,104,공원,061-333-1501,전라남도 나주시청,2022-11-30,4830000,전라남도 나주시
구문소 관광지,관광지,강원도 태백시 동태백로11(동점동),강원도 태백시 동점동 산 6-3,37.09296812,129.0422636,130000,주차장+도로+공중화장실+다목적공원+자연사박물관,구문소마을펜션 3동,,,,,1999-11-12,5000,150,"천연기념물인 구문소와 접목되어 자연환경적 특성을 부각하고 지질학습 및 화석 산출지의 탐방자원화, 체류형 관광시설 도입",033-550-1360,강원도 태백시청,2022-11-02,4220000,강원도 태백시
